order_id,item_id,product_id,quantity,list_price,discount,timestamp,source
21,1,14,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
21,2,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
21,3,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database
22,1,15,2,529.99,0.2,2024-04-28 18:26:15.337129,Database
22,2,22,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
23,1,4,2,2899.99,0.05,2024-04-28 18:26:15.337129,Database
23,2,23,2,299.99,0.1,2024-04-28 18:26:15.337129,Database
23,3,13,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
24,1,3,2,999.99,0.1,2024-04-28 18:26:15.337129,Database
24,2,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
25,1,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
25,2,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
25,3,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
25,4,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
25,5,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
26,1,7,1,3999.99,0.05,2024-04-28 18:26:15.337129,Database
26,2,2,1,749.99,0.2,2024-04-28 18:26:15.337129,Database
26,3,12,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
26,4,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
27,1,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
27,2,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
27,3,26,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
27,4,8,1,1799.99,0.07,2024-04-28 18:26:15.337129,Database
28,1,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database
28,2,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
28,3,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
28,4,6,1,469.99,0.05,2024-04-28 18:26:15.337129,Database
29,1,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
29,2,6,1,469.99,0.2,2024-04-28 18:26:15.337129,Database
29,3,21,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
29,4,8,1,1799.99,0.2,2024-04-28 18:26:15.337129,Database
29,5,14,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
30,1,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
30,2,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database
30,3,19,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
30,4,4,1,2899.99,0.1,2024-04-28 18:26:15.337129,Database
30,5,7,2,3999.99,0.1,2024-04-28 18:26:15.337129,Database
31,1,11,2,1680.99,0.05,2024-04-28 18:26:15.337129,Database
31,2,9,2,2999.99,0.2,2024-04-28 18:26:15.337129,Database
32,1,8,2,1799.99,0.07,2024-04-28 18:26:15.337129,Database
32,2,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
32,3,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database
33,1,23,2,299.99,0.07,2024-04-28 18:26:15.337129,Database
33,2,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
34,1,8,2,1799.99,0.07,2024-04-28 18:26:15.337129,Database
34,2,10,2,1549.0,0.1,2024-04-28 18:26:15.337129,Database
34,3,17,2,429.0,0.2,2024-04-28 18:26:15.337129,Database
35,1,18,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
35,2,20,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
35,3,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
35,4,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
35,5,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
36,1,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database
36,2,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database
36,3,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
37,1,16,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
38,1,7,2,3999.99,0.05,2024-04-28 18:26:15.337129,Database
38,2,23,1,299.99,0.07,2024-04-28 18:26:15.337129,Database
38,3,25,1,499.99,0.2,2024-04-28 18:26:15.337129,Database
38,4,10,2,1549.0,0.1,2024-04-28 18:26:15.337129,Database
38,5,24,1,549.99,0.07,2024-04-28 18:26:15.337129,Database
39,1,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
39,2,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
39,3,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
39,4,15,1,529.99,0.1,2024-04-28 18:26:15.337129,Database
40,1,17,1,429.0,0.2,2024-04-28 18:26:15.337129,Database
40,2,8,2,1799.99,0.2,2024-04-28 18:26:15.337129,Database
41,1,5,1,1320.99,0.1,2024-04-28 18:26:15.337129,Database
41,2,19,2,449.0,0.2,2024-04-28 18:26:15.337129,Database
41,3,26,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
42,1,19,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
43,1,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
43,2,12,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
44,1,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
44,2,16,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
45,1,4,2,2899.99,0.2,2024-04-28 18:26:15.337129,Database
45,2,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
45,3,21,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
46,1,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
47,1,6,1,469.99,0.05,2024-04-28 18:26:15.337129,Database
47,2,15,1,529.99,0.1,2024-04-28 18:26:15.337129,Database
47,3,25,2,499.99,0.07,2024-04-28 18:26:15.337129,Database
47,4,13,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
48,1,11,1,1680.99,0.1,2024-04-28 18:26:15.337129,Database
48,2,4,1,2899.99,0.2,2024-04-28 18:26:15.337129,Database
48,3,5,2,1320.99,0.1,2024-04-28 18:26:15.337129,Database
48,4,14,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
49,1,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
50,1,3,1,999.99,0.05,2024-04-28 18:26:15.337129,Database
50,2,26,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
50,3,13,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
51,1,13,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
51,2,20,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
51,3,26,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
52,1,25,1,499.99,0.07,2024-04-28 18:26:15.337129,Database
53,1,8,2,1799.99,0.2,2024-04-28 18:26:15.337129,Database
53,2,23,2,299.99,0.05,2024-04-28 18:26:15.337129,Database
53,3,14,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
53,4,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database
54,1,26,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
54,2,3,1,999.99,0.2,2024-04-28 18:26:15.337129,Database
55,1,21,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
55,2,25,2,499.99,0.2,2024-04-28 18:26:15.337129,Database
55,3,15,2,529.99,0.2,2024-04-28 18:26:15.337129,Database
56,1,20,2,599.99,0.07,2024-04-28 18:26:15.337129,Database
57,1,23,2,299.99,0.1,2024-04-28 18:26:15.337129,Database
57,2,19,2,449.0,0.2,2024-04-28 18:26:15.337129,Database
57,3,13,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
58,1,14,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
58,2,18,1,449.0,0.07,2024-04-28 18:26:15.337129,Database
58,3,23,1,299.99,0.1,2024-04-28 18:26:15.337129,Database
59,1,21,1,269.99,0.05,2024-04-28 18:26:15.337129,Database
59,2,2,1,749.99,0.1,2024-04-28 18:26:15.337129,Database
59,3,17,2,429.0,0.1,2024-04-28 18:26:15.337129,Database
60,1,14,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
60,2,4,1,2899.99,0.1,2024-04-28 18:26:15.337129,Database
60,3,15,1,529.99,0.07,2024-04-28 18:26:15.337129,Database
60,4,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
61,1,25,1,499.99,0.1,2024-04-28 18:26:15.337129,Database
61,2,15,2,529.99,0.05,2024-04-28 18:26:15.337129,Database
61,3,5,2,1320.99,0.2,2024-04-28 18:26:15.337129,Database
62,1,14,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
62,2,8,2,1799.99,0.1,2024-04-28 18:26:15.337129,Database
62,3,22,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
63,1,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database
63,2,19,2,449.0,0.05,2024-04-28 18:26:15.337129,Database
63,3,3,1,999.99,0.1,2024-04-28 18:26:15.337129,Database
64,1,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database
64,2,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
64,3,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
64,4,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
65,1,12,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
66,1,2,1,749.99,0.2,2024-04-28 18:26:15.337129,Database
66,2,23,1,299.99,0.07,2024-04-28 18:26:15.337129,Database
66,3,12,1,549.99,0.07,2024-04-28 18:26:15.337129,Database
67,1,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
67,2,12,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
67,3,21,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
67,4,5,2,1320.99,0.1,2024-04-28 18:26:15.337129,Database
67,5,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
68,1,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
68,2,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
69,1,22,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
69,2,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
69,3,10,1,1549.0,0.05,2024-04-28 18:26:15.337129,Database
70,1,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
70,2,18,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
70,3,20,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
71,1,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
71,2,24,1,549.99,0.2,2024-04-28 18:26:15.337129,Database
71,3,18,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
72,1,17,2,429.0,0.07,2024-04-28 18:26:15.337129,Database
72,2,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
72,3,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
73,1,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
73,2,26,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
73,3,3,2,999.99,0.07,2024-04-28 18:26:15.337129,Database
73,4,25,1,499.99,0.07,2024-04-28 18:26:15.337129,Database
73,5,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
74,1,16,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
74,2,6,1,469.99,0.07,2024-04-28 18:26:15.337129,Database
75,1,3,1,999.99,0.1,2024-04-28 18:26:15.337129,Database
75,2,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
75,3,15,1,529.99,0.2,2024-04-28 18:26:15.337129,Database
76,1,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
76,2,11,2,1680.99,0.1,2024-04-28 18:26:15.337129,Database
76,3,5,1,1320.99,0.07,2024-04-28 18:26:15.337129,Database
77,1,20,1,599.99,0.07,2024-04-28 18:26:15.337129,Database
77,2,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
77,3,26,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
77,4,25,1,499.99,0.2,2024-04-28 18:26:15.337129,Database
78,1,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database
78,2,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
78,3,18,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
78,4,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
79,1,9,2,2999.99,0.1,2024-04-28 18:26:15.337129,Database
79,2,17,2,429.0,0.05,2024-04-28 18:26:15.337129,Database
79,3,6,1,469.99,0.1,2024-04-28 18:26:15.337129,Database
79,4,25,2,499.99,0.07,2024-04-28 18:26:15.337129,Database
80,1,26,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
80,2,24,1,549.99,0.1,2024-04-28 18:26:15.337129,Database
80,3,17,1,429.0,0.2,2024-04-28 18:26:15.337129,Database
81,1,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
81,2,23,2,299.99,0.05,2024-04-28 18:26:15.337129,Database
81,3,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
82,1,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database
82,2,11,2,1680.99,0.2,2024-04-28 18:26:15.337129,Database
83,1,20,1,599.99,0.2,2024-04-28 18:26:15.337129,Database
83,2,3,2,999.99,0.05,2024-04-28 18:26:15.337129,Database
84,1,23,2,299.99,0.07,2024-04-28 18:26:15.337129,Database
84,2,15,2,529.99,0.07,2024-04-28 18:26:15.337129,Database
85,1,4,2,2899.99,0.05,2024-04-28 18:26:15.337129,Database
85,2,18,1,449.0,0.07,2024-04-28 18:26:15.337129,Database
86,1,9,2,2999.99,0.1,2024-04-28 18:26:15.337129,Database
86,2,23,2,299.99,0.07,2024-04-28 18:26:15.337129,Database
86,3,21,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
86,4,15,1,529.99,0.1,2024-04-28 18:26:15.337129,Database
87,1,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
87,2,23,2,299.99,0.1,2024-04-28 18:26:15.337129,Database
88,1,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database
88,2,8,2,1799.99,0.1,2024-04-28 18:26:15.337129,Database
88,3,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database
89,1,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database
89,2,6,2,469.99,0.1,2024-04-28 18:26:15.337129,Database
90,1,3,1,999.99,0.1,2024-04-28 18:26:15.337129,Database
90,2,6,1,469.99,0.07,2024-04-28 18:26:15.337129,Database
91,1,11,1,1680.99,0.1,2024-04-28 18:26:15.337129,Database
91,2,25,1,499.99,0.05,2024-04-28 18:26:15.337129,Database
91,3,15,2,529.99,0.07,2024-04-28 18:26:15.337129,Database
91,4,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
92,1,8,1,1799.99,0.1,2024-04-28 18:26:15.337129,Database
93,1,22,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
93,2,17,1,429.0,0.05,2024-04-28 18:26:15.337129,Database
93,3,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
93,4,2,1,749.99,0.2,2024-04-28 18:26:15.337129,Database
93,5,10,2,1549.0,0.07,2024-04-28 18:26:15.337129,Database
94,1,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
94,2,4,1,2899.99,0.2,2024-04-28 18:26:15.337129,Database
94,3,11,1,1680.99,0.2,2024-04-28 18:26:15.337129,Database
94,4,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
95,1,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database
95,2,19,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
95,3,8,2,1799.99,0.2,2024-04-28 18:26:15.337129,Database
95,4,20,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
96,1,26,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
96,2,23,1,299.99,0.05,2024-04-28 18:26:15.337129,Database
97,1,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
97,2,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
97,3,6,2,469.99,0.2,2024-04-28 18:26:15.337129,Database
97,4,19,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
98,1,19,1,449.0,0.07,2024-04-28 18:26:15.337129,Database
98,2,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
98,3,2,1,749.99,0.2,2024-04-28 18:26:15.337129,Database
98,4,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
99,1,13,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
99,2,21,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
99,3,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database
99,4,7,2,3999.99,0.07,2024-04-28 18:26:15.337129,Database
99,5,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
100,1,12,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
100,2,11,2,1680.99,0.1,2024-04-28 18:26:15.337129,Database
100,3,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database
100,4,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
100,5,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
101,1,12,2,549.99,0.2,2024-04-28 18:26:15.337129,Database
102,1,15,1,529.99,0.05,2024-04-28 18:26:15.337129,Database
102,2,22,1,269.99,0.07,2024-04-28 18:26:15.337129,Database
103,1,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database
103,2,3,1,999.99,0.05,2024-04-28 18:26:15.337129,Database
103,3,18,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
103,4,15,2,529.99,0.1,2024-04-28 18:26:15.337129,Database
103,5,9,2,2999.99,0.1,2024-04-28 18:26:15.337129,Database
104,1,19,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
104,2,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
105,1,11,2,1680.99,0.2,2024-04-28 18:26:15.337129,Database
105,2,3,1,999.99,0.05,2024-04-28 18:26:15.337129,Database
105,3,9,1,2999.99,0.05,2024-04-28 18:26:15.337129,Database
106,1,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
106,2,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
107,1,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database
107,2,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
108,1,11,1,1680.99,0.1,2024-04-28 18:26:15.337129,Database
108,2,22,2,269.99,0.07,2024-04-28 18:26:15.337129,Database
108,3,16,2,599.99,0.05,2024-04-28 18:26:15.337129,Database
109,1,22,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
109,2,6,1,469.99,0.07,2024-04-28 18:26:15.337129,Database
110,1,14,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
111,1,14,1,269.99,0.1,2024-04-28 18:26:15.337129,Database
111,2,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
112,1,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database
112,2,25,2,499.99,0.07,2024-04-28 18:26:15.337129,Database
112,3,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database
112,4,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
113,1,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
113,2,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
113,3,6,1,469.99,0.07,2024-04-28 18:26:15.337129,Database
113,4,23,1,299.99,0.2,2024-04-28 18:26:15.337129,Database
113,5,5,2,1320.99,0.2,2024-04-28 18:26:15.337129,Database
114,1,12,1,549.99,0.05,2024-04-28 18:26:15.337129,Database
114,2,2,1,749.99,0.07,2024-04-28 18:26:15.337129,Database
114,3,13,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
115,1,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
115,2,19,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
116,1,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
117,1,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
117,2,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
117,3,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
117,4,19,1,449.0,0.05,2024-04-28 18:26:15.337129,Database
118,1,18,1,449.0,0.07,2024-04-28 18:26:15.337129,Database
118,2,4,1,2899.99,0.07,2024-04-28 18:26:15.337129,Database
118,3,6,1,469.99,0.07,2024-04-28 18:26:15.337129,Database
118,4,3,2,999.99,0.1,2024-04-28 18:26:15.337129,Database
118,5,23,2,299.99,0.07,2024-04-28 18:26:15.337129,Database
119,1,25,1,499.99,0.05,2024-04-28 18:26:15.337129,Database
120,1,13,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
120,2,6,2,469.99,0.05,2024-04-28 18:26:15.337129,Database
120,3,10,2,1549.0,0.05,2024-04-28 18:26:15.337129,Database
120,4,17,1,429.0,0.05,2024-04-28 18:26:15.337129,Database
120,5,16,2,599.99,0.2,2024-04-28 18:26:15.337129,Database
121,1,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database
121,2,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database
121,3,4,2,2899.99,0.1,2024-04-28 18:26:15.337129,Database
121,4,24,2,549.99,0.07,2024-04-28 18:26:15.337129,Database
121,5,2,2,749.99,0.05,2024-04-28 18:26:15.337129,Database
122,1,16,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
123,1,12,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
124,1,16,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
124,2,4,1,2899.99,0.07,2024-04-28 18:26:15.337129,Database
124,3,7,2,3999.99,0.05,2024-04-28 18:26:15.337129,Database
125,1,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database
126,1,9,2,2999.99,0.05,2024-04-28 18:26:15.337129,Database
127,1,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database
127,2,20,1,599.99,0.1,2024-04-28 18:26:15.337129,Database
127,3,4,2,2899.99,0.07,2024-04-28 18:26:15.337129,Database
128,1,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
128,2,16,2,599.99,0.1,2024-04-28 18:26:15.337129,Database
128,3,4,2,2899.99,0.2,2024-04-28 18:26:15.337129,Database
128,4,3,2,999.99,0.2,2024-04-28 18:26:15.337129,Database
129,1,18,1,449.0,0.1,2024-04-28 18:26:15.337129,Database
129,2,9,1,2999.99,0.1,2024-04-28 18:26:15.337129,Database
130,1,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
130,2,5,2,1320.99,0.07,2024-04-28 18:26:15.337129,Database
131,1,22,2,269.99,0.2,2024-04-28 18:26:15.337129,Database
131,2,4,2,2899.99,0.07,2024-04-28 18:26:15.337129,Database
131,3,24,2,549.99,0.1,2024-04-28 18:26:15.337129,Database
132,1,2,2,749.99,0.05,2024-04-28 18:26:15.337129,Database
132,2,20,1,599.99,0.05,2024-04-28 18:26:15.337129,Database
132,3,9,1,2999.99,0.1,2024-04-28 18:26:15.337129,Database
133,1,13,2,269.99,0.05,2024-04-28 18:26:15.337129,Database
133,2,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database
134,1,19,2,449.0,0.1,2024-04-28 18:26:15.337129,Database
134,2,2,2,749.99,0.07,2024-04-28 18:26:15.337129,Database
134,3,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database
