order_id,item_id,product_id,quantity,list_price_x,discount,timestamp_x,source_x,Exchange Rate,list_price_egp,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,timestamp_y,source_y,late_delivery,latency_days,weekend,Unnamed: 0,product_name,brand_id,category_id,model_year,list_price_y,timestamp,source
15,1,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,26323.35463485,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:26:13.902926,Database,True,2.0,False,11,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 17:44:44.813359,DataLake
15,2,8,1,1799.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:26:13.902926,Database,True,2.0,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
15,3,18,2,449.0,0.05,2024-04-28 18:26:15.337129,Database,47.861515,21489.820235,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:26:13.902926,Database,True,2.0,False,20,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-28 17:44:44.813359,DataLake
15,4,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,14357.97588485,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:26:13.902926,Database,True,2.0,False,25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 17:44:44.813359,DataLake
16,1,8,1,1799.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
16,2,21,1,269.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,23,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
16,3,13,2,269.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,12,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
16,4,14,1,269.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,13,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
17,1,8,1,1799.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
17,2,23,1,299.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,14357.97588485,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:26:13.902926,Database,False,,False,25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 17:44:44.813359,DataLake
17,3,5,1,1320.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,63224.58269985,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:26:13.902926,Database,False,,False,4,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-28 17:44:44.813359,DataLake
17,4,20,2,599.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,28716.43038485,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:26:13.902926,Database,False,,False,22,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 17:44:44.813359,DataLake
18,1,2,2,749.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,35895.657634849995,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,1,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-28 17:44:44.813359,DataLake
18,2,22,1,269.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,24,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
18,3,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,191445.58138485,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,6,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 17:44:44.813359,DataLake
18,4,25,2,499.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,23930.27888485,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,27,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,2024-04-28 17:44:44.813359,DataLake
18,5,9,2,2999.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,143584.06638484998,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:26:13.902926,Database,False,,False,8,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 17:44:44.813359,DataLake
19,1,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database,47.861515,74137.486735,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-04-28 18:26:13.902926,Database,False,,False,9,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 17:44:44.813359,DataLake
19,2,9,2,2999.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,143584.06638484998,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-04-28 18:26:13.902926,Database,False,,False,8,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 17:44:44.813359,DataLake
20,1,9,1,2999.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,143584.06638484998,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-04-28 18:26:13.902926,Database,True,1.0,True,8,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 17:44:44.813359,DataLake
20,2,10,2,1549.0,0.07,2024-04-28 18:26:15.337129,Database,47.861515,74137.486735,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-04-28 18:26:13.902926,Database,True,1.0,True,9,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 17:44:44.813359,DataLake
21,1,14,1,269.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:26:13.902926,Database,True,2.0,True,13,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
21,2,17,1,429.0,0.1,2024-04-28 18:26:15.337129,Database,47.861515,20532.589935,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:26:13.902926,Database,True,2.0,True,19,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 17:44:44.813359,DataLake
21,3,10,1,1549.0,0.07,2024-04-28 18:26:15.337129,Database,47.861515,74137.486735,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:26:13.902926,Database,True,2.0,True,9,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 17:44:44.813359,DataLake
22,1,15,2,529.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,25366.12433485,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-04-28 18:26:13.902926,Database,False,,True,14,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-28 17:44:44.813359,DataLake
22,2,22,1,269.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-04-28 18:26:13.902926,Database,False,,True,24,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
23,1,4,2,2899.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,138797.91488484998,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:26:13.902926,Database,False,,False,3,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-28 17:44:44.813359,DataLake
23,2,23,2,299.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,14357.97588485,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:26:13.902926,Database,False,,False,25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 17:44:44.813359,DataLake
23,3,13,1,269.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:26:13.902926,Database,False,,False,12,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
24,1,3,2,999.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,47861.03638485,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,2,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 17:44:44.813359,DataLake
24,2,18,2,449.0,0.07,2024-04-28 18:26:15.337129,Database,47.861515,21489.820235,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,20,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-28 17:44:44.813359,DataLake
25,1,23,2,299.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,14357.97588485,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 17:44:44.813359,DataLake
25,2,10,2,1549.0,0.2,2024-04-28 18:26:15.337129,Database,47.861515,74137.486735,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,9,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 17:44:44.813359,DataLake
25,3,22,1,269.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,24,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
25,4,14,1,269.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,13,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
25,5,21,1,269.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,23,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
26,1,7,1,3999.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,191445.58138485,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,6,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 17:44:44.813359,DataLake
26,2,2,1,749.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,35895.657634849995,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,1,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-28 17:44:44.813359,DataLake
26,3,12,1,549.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,26323.35463485,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,11,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 17:44:44.813359,DataLake
26,4,21,2,269.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-04-28 18:26:13.902926,Database,False,,False,23,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
27,1,5,1,1320.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,63224.58269985,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-04-28 18:26:13.902926,Database,False,,False,4,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-28 17:44:44.813359,DataLake
27,2,19,1,449.0,0.2,2024-04-28 18:26:15.337129,Database,47.861515,21489.820235,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-04-28 18:26:13.902926,Database,False,,False,21,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,2024-04-28 17:44:44.813359,DataLake
27,3,26,2,599.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,28716.43038485,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-04-28 18:26:13.902926,Database,False,,False,28,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,2024-04-28 17:44:44.813359,DataLake
27,4,8,1,1799.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
28,1,5,1,1320.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,63224.58269985,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,True,1.0,False,4,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-28 17:44:44.813359,DataLake
28,2,7,2,3999.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,191445.58138485,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,True,1.0,False,6,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 17:44:44.813359,DataLake
28,3,14,2,269.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,True,1.0,False,13,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
28,4,6,1,469.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,22494.43343485,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,True,1.0,False,5,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-28 17:44:44.813359,DataLake
29,1,24,2,549.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,26323.35463485,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,26,Electra Townie Original 21D - 2016,1,2,2016,549.99,2024-04-28 17:44:44.813359,DataLake
29,2,6,1,469.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,22494.43343485,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,5,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-28 17:44:44.813359,DataLake
29,3,21,2,269.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,23,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 17:44:44.813359,DataLake
29,4,8,1,1799.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
29,5,14,2,269.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,12922.13043485,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,13,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 17:44:44.813359,DataLake
30,1,26,1,599.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,28716.43038485,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,28,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,2024-04-28 17:44:44.813359,DataLake
30,2,17,1,429.0,0.07,2024-04-28 18:26:15.337129,Database,47.861515,20532.589935,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,19,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 17:44:44.813359,DataLake
30,3,19,1,449.0,0.1,2024-04-28 18:26:15.337129,Database,47.861515,21489.820235,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,21,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,2024-04-28 17:44:44.813359,DataLake
30,4,4,1,2899.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,138797.91488484998,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,3,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-28 17:44:44.813359,DataLake
30,5,7,2,3999.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,191445.58138485,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,2024-04-28 18:26:13.902926,Database,False,,False,6,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 17:44:44.813359,DataLake
31,1,11,2,1680.99,0.05,2024-04-28 18:26:15.337129,Database,47.861515,80454.72809984999,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,2024-04-28 18:26:13.902926,Database,False,,False,10,Surly Straggler 650b - 2016,8,4,2016,1680.99,2024-04-28 17:44:44.813359,DataLake
31,2,9,2,2999.99,0.2,2024-04-28 18:26:15.337129,Database,47.861515,143584.06638484998,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,2024-04-28 18:26:13.902926,Database,False,,False,8,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 17:44:44.813359,DataLake
32,1,8,2,1799.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
32,2,12,2,549.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,26323.35463485,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-04-28 18:26:13.902926,Database,False,,False,11,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 17:44:44.813359,DataLake
32,3,25,2,499.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,23930.27888485,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,2024-04-28 18:26:13.902926,Database,False,,False,27,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,2024-04-28 17:44:44.813359,DataLake
33,1,23,2,299.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,14357.97588485,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,2024-04-28 18:26:13.902926,Database,False,,False,25,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 17:44:44.813359,DataLake
33,2,7,1,3999.99,0.1,2024-04-28 18:26:15.337129,Database,47.861515,191445.58138485,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,2024-04-28 18:26:13.902926,Database,False,,False,6,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 17:44:44.813359,DataLake
34,1,8,2,1799.99,0.07,2024-04-28 18:26:15.337129,Database,47.861515,86150.24838485,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-04-28 18:26:13.902926,Database,False,,False,7,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 17:44:44.813359,DataLake
34,2,10,2,1549.0,0.1,2024-04-28 18:26:15.337129,Database,47.861515,74137.486735,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,2024-04-28 18:26:13.902926,Database,False,,False,9,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 17:44:44.813359,DataLake
