order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,timestamp,source
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,2024-04-28 18:26:13.902926,Database
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,2024-04-28 18:26:13.902926,Database
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,2024-04-28 18:26:13.902926,Database
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,2024-04-28 18:26:13.902926,Database
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,2024-04-28 18:26:13.902926,Database
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,2024-04-28 18:26:13.902926,Database
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,2024-04-28 18:26:13.902926,Database
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,2024-04-28 18:26:13.902926,Database
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,2024-04-28 18:26:13.902926,Database
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,2024-04-28 18:26:13.902926,Database
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,2024-04-28 18:26:13.902926,Database
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2024-04-28 18:26:13.902926,Database
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2024-04-28 18:26:13.902926,Database
239,13,3,2016-05-27,2016-05-27,,3,9,2024-04-28 18:26:13.902926,Database
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,2024-04-28 18:26:13.902926,Database
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,2024-04-28 18:26:13.902926,Database
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,2024-04-28 18:26:13.902926,Database
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,2024-04-28 18:26:13.902926,Database
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,2024-04-28 18:26:13.902926,Database
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,2024-04-28 18:26:13.902926,Database
246,17,3,2016-05-30,2016-05-30,,2,6,2024-04-28 18:26:13.902926,Database
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,2024-04-28 18:26:13.902926,Database
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,2024-04-28 18:26:13.902926,Database
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,2024-04-28 18:26:13.902926,Database
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,2024-04-28 18:26:13.902926,Database
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,2024-04-28 18:26:13.902926,Database
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,2024-04-28 18:26:13.902926,Database
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,2024-04-28 18:26:13.902926,Database
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-04-28 18:26:13.902926,Database
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,2024-04-28 18:26:13.902926,Database
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,2024-04-28 18:26:13.902926,Database
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,2024-04-28 18:26:13.902926,Database
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,2024-04-28 18:26:13.902926,Database
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,2024-04-28 18:26:13.902926,Database
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,2024-04-28 18:26:13.902926,Database
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,2024-04-28 18:26:13.902926,Database
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,2024-04-28 18:26:13.902926,Database
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,2024-04-28 18:26:13.902926,Database
264,5,3,2016-06-10,2016-06-10,,1,3,2024-04-28 18:26:13.902926,Database
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,2024-04-28 18:26:13.902926,Database
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,2024-04-28 18:26:13.902926,Database
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,2024-04-28 18:26:13.902926,Database
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,2024-04-28 18:26:13.902926,Database
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,2024-04-28 18:26:13.902926,Database
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,2024-04-28 18:26:13.902926,Database
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,2024-04-28 18:26:13.902926,Database
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,2024-04-28 18:26:13.902926,Database
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,2024-04-28 18:26:13.902926,Database
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,2024-04-28 18:26:13.902926,Database
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,2024-04-28 18:26:13.902926,Database
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,2024-04-28 18:26:13.902926,Database
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,2024-04-28 18:26:13.902926,Database
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,2024-04-28 18:26:13.902926,Database
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,2024-04-28 18:26:13.902926,Database
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,2024-04-28 18:26:13.902926,Database
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,2024-04-28 18:26:13.902926,Database
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2024-04-28 18:26:13.902926,Database
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,2024-04-28 18:26:13.902926,Database
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,2024-04-28 18:26:13.902926,Database
